Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
806,40,45.53,45.8,40.15,40.2,62.24,62,71.08,70.6,68.8,57.17,45.22,45.74,58.89,15.18,77.42,-33.71,48.09,45.31,4.67,1.889,43.3,3.905,0.9005,159.8,214.6,3.8,4.4,36.3,31.7,75,78.9,8.9,39.2,2.9,109.4,34.2,47.3,49,47,5.32,2.569,9.926,20,0,109.8,106.7,125.1,92.5,8.6,5.7,52.29,0,100,50,42,56,63,59.21,62.17,48.46,47.26,123.1,92.99,66.3
808,40,45.65,45.8,40.19,40.1,62.24,62,71.16,70.9,68.8,57.17,45.34,45.86,59.17,15.66,77.08,-33.56,48.96,46.18,4.683,1.894,43.84,3.927,0.8954,159.1,215.2,4.1,4.4,36,31.4,75.3,79.4,9.4,39.1,3.1,109.2,33.9,48,50,48,7.944,3.818,9.8,20,0,109.8,106.9,125.6,93.4,8.9,5.9,53.63,0,100,50,42,56,63,59.21,62.21,48.5,47.42,125.3,103.8,63.81
810,40,45.61,45.6,40.11,40.1,62.32,62,71.24,70.8,68.92,57.21,45.26,45.78,59.59,15.49,78.17,-34.07,48.84,45.72,4.637,1.513,43.84,3.917,0.8977,160.3,213.1,4.1,4.5,36,31.4,75.3,79.4,9.2,39.1,3.1,109,33.7,48,50,48,6.058,2.892,9.8,20,0,109.6,106.7,125.6,93.2,8.6,5.5,54.97,0,0,50,42,56,63,59.21,62.21,48.26,47.26,123.9,111.2,66.53
812,40,45.53,45.6,40.03,39.9,62.28,62,71.2,70.9,68.84,57.17,45.22,45.7,59.72,15.8,78.07,-34.15,49.21,46.43,4.306,1.524,43.84,3.946,0.8909,160.6,214.7,3.9,4.5,36,31.4,75,79.4,9.1,39.1,3.1,109.2,34,48,50,48,6.881,3.277,9.8,20,0,109.6,106.7,126.1,94,8.8,5.7,56.31,0,100,50,42,56,63,59.21,62.13,48.13,47.09,129.9,99.23,65.1
814,40,45.53,45.4,39.99,39.9,62.24,62,71.12,71.4,68.84,57.17,45.18,45.66,59.65,15.31,78.33,-33.99,49.56,46.42,4.305,1.158,43.8,3.978,0.8837,161.2,214.6,3.9,4.4,36,31.4,75.3,79.4,9.4,38.9,3.1,109.2,34.2,48,51,49,8.332,3.973,9.675,20,0,109.4,106.7,125.1,92.7,9.2,5.5,57.65,0,100,50,42,56,63,59.21,62.21,48.38,47.17,122.4,85.72,65.67
816,40,45.57,45.6,40.07,40.1,62.28,62.2,71.16,70.9,68.88,57.21,45.26,45.78,59.27,15.21,77.84,-33.77,49.36,46.57,4.686,1.896,43.85,3.958,0.8884,160.1,215.3,4.1,4.1,36,31.4,75.7,79.9,9.8,39.1,3.1,109.2,33.5,47.3,50,48,8.995,4.316,9.8,20,0,109.6,106.9,125.6,93.4,8.7,5.5,58.99,0,100,50,42,56,67,59.21,62.29,48.83,47.42,118.4,79.77,64.33
818,40,45.65,45.8,40.19,40.1,62.32,63.1,71.2,70.9,68.84,57.17,45.3,45.86,59.97,15.94,78.75,-34.72,49.13,45.96,5.067,1.9,43.9,3.935,0.8936,162,215.9,4.1,4.6,36,31.4,75.7,79.9,9.8,39.2,3.1,109,33.3,48.6,51,48,5.784,2.743,9.8,20,0,109.6,106.7,126.1,93.4,7.8,5.7,25,0,100,22,42,56,78,59.21,62.17,48.83,47.71,129.2,108.3,67.46
820,40,43.4,43.8,40.93,41,65.47,64.4,70.18,69.2,68.63,51.28,43.3,43.86,31.96,10.47,117.9,-96.37,22.18,21.23,5.055,4.102,33.66,2.316,1.518,163,215.4,2.5,2,38.5,33.7,71.2,73,2.8,40.2,1.6,117.8,46.6,39.7,38,37,-0.7252,-0.6454,11.36,20,0,109.4,106.7,125.1,90.1,4.8,2.8,5,0,100,22,42,56,78,59.21,61.8,44.57,44.63,96.99,121.3,133.6
822,40,43.36,43.2,40.68,40.5,64.28,63.7,69.11,68.6,67.16,50.38,43.3,43.53,32.75,13.24,113.8,-94.3,24.01,23.42,2.115,1.529,32.82,2.572,1.367,162.8,215.3,3.2,2,37.2,32.5,70.6,72,4.4,40.2,2.8,125.7,54.5,40.3,38,37,2.085,1.81,11.36,20,0,109.8,106.9,124.1,90.1,4.7,2.8,15,0,100,22,42,56,78,59.21,61.43,43.87,43.98,142.9,50.76,129.3
824,40,42.91,42.9,40.36,40.2,63.71,63.4,68.54,67.9,66.63,49.89,42.89,43.16,32.74,12.95,113.5,-93.71,22.74,22.52,2.464,2.247,32.74,2.442,1.44,162.7,213.7,2.7,3,37.4,32.7,70.9,72.5,4.7,40.2,2.6,127.4,56.2,38.8,38,37,-2.425,-2.106,11.36,20,0,110.5,106.9,123.6,89.9,4.5,2.8,25,0,100,22,42,56,78,59.21,61.19,43.51,43.53,157.2,59.14,130.4
826,40,42.5,42.5,39.99,39.9,63.46,63.3,68.17,67.8,66.34,49.6,42.48,42.75,32.1,12.47,114.2,-94.54,22.54,22.32,2.482,2.264,32.55,2.435,1.444,163.7,215.4,2.5,2.5,37.2,32.5,70.3,71.5,5,40.1,2.7,127.1,57.1,39.5,37,36,-1.031,-0.914,11.53,20,0,110.9,107.3,123.6,89.9,4.7,2.6,25,0,100,22,42,56,78,59.21,61.15,43.1,43.16,154.6,59.57,131.7
828,40,42.5,42.7,40.4,40.4,62.81,62.3,66.98,66.4,65.56,49.48,42.6,42.88,28.27,9.612,108.9,-90.29,18.81,19.69,2.475,3.356,31.16,2.123,1.656,162.5,214.7,2.4,2,38,33.2,68.1,68.5,2.8,40.5,2.5,129.3,60.6,35.6,36,35,-2.099,-2.112,11.7,20,0,111.3,107.7,123.1,88.8,4.1,2.3,25,0,100,22,42,56,67,59.21,60.98,43.1,43.12,130.1,59.39,133.1
830,40,42.62,42.7,40.32,40.1,62.56,62.5,66.9,66.8,65.36,49.31,42.64,42.88,29.44,10.47,108.9,-89.93,20.71,20.86,2.115,2.264,31.19,2.335,1.506,162.9,215.4,2.1,2.8,38,33.2,68.5,70.5,3.8,40.4,2.8,129.8,61.1,37.6,36,35,0.5043,0.4871,11.7,20,0,111.8,108,123.1,88.4,4.4,2.6,25,0,100,22,42,56,72,59.17,60.98,43.18,43.2,138.5,50.76,131.7
832,40,42.5,42.4,40.15,40.1,62.56,62.3,66.82,66.7,65.36,49.23,42.52,42.75,28.7,9.847,108.8,-89.9,20.82,20.96,2.089,2.237,31.18,2.347,1.498,161.8,212.7,2.5,2.5,37.6,32.9,69.2,70,4.3,40.4,2.7,129.8,60.8,36.5,36,35,3.463,3.432,11.7,20,0,112.2,108.2,121.6,87.8,4.4,2.3,25,0,100,22,42,56,67,59.21,60.98,43.06,43.12,133.3,50.13,130.6
834,40,42.42,42.5,40.11,39.9,62.52,62.3,66.78,66.5,65.32,49.19,42.44,42.67,28.9,9.917,109.5,-90.54,20.59,20.74,2.103,2.251,31.2,2.321,1.515,163,214.2,2.5,2.7,37.4,32.7,69.2,70,4.8,40.2,2.8,129.8,60.9,36.6,36,35,1.971,1.94,11.7,20,0,112.7,108.4,122.1,88.3,4.2,2.6,25,0,100,22,42,56,67,59.21,60.98,43.01,43.04,134.3,50.47,132.1
836,40,42.38,42.5,40.07,39.9,62.44,62.3,66.74,66.5,65.28,49.19,42.35,42.63,29.05,9.873,108.8,-89.58,20.71,20.49,2.482,2.264,31.22,2.332,1.508,162.2,215.4,2.3,2,37.6,32.9,68.5,69,5.3,40.2,2.8,129.8,61.6,37.3,36,35,1.88,1.841,11.7,20,0,113.1,108.6,123.1,88.9,4.2,2.6,25,0,100,22,42,56,67,59.17,60.98,42.97,43,130.7,59.58,131.7
838,40,42.38,42.4,40.07,39.9,62.44,62.2,66.66,66.5,65.24,49.11,42.35,42.59,28.79,9.693,110.1,-91.05,20.66,20.45,2.11,1.892,31.16,2.332,1.508,163.9,214.9,2.5,1.6,37.4,32.7,68.1,68.5,5.3,40.1,2.7,130.4,62.3,37.3,36,35,2.603,2.572,11.7,20,0,113.3,109,123.6,90.1,4.3,2.5,25,0,100,22,42,56,67,59.13,60.94,42.93,43,128.3,50.64,133.5
840,40,42.38,42.4,40.07,39.9,62.4,62.2,66.61,66.4,65.2,49.11,42.35,42.63,28.59,9.627,109.1,-90.14,20.6,20.38,2.469,2.252,31.15,2.325,1.512,162.8,214.2,2.5,2.3,37.6,32.7,68.8,69.5,4.8,40.1,2.8,130.4,61.3,36.5,36,35,3.038,3.022,11.7,20,0,113.8,109.4,123.1,89.1,4.2,2.5,25,0,100,22,42,56,67,59.09,60.9,43.14,43.08,127.4,59.25,132.4
842,40,42.42,42.5,40.11,39.9,62.4,62,66.61,66.5,65.15,49.11,42.35,42.63,28.7,9.943,109.3,-90.49,20.68,20.09,2.479,1.894,31.1,2.338,1.504,163.4,215.1,2.3,2.3,37.6,32.9,68.8,69.5,4.8,40.2,2.6,130.1,61.3,36.6,36,35,2.894,2.868,11.7,20,0,113.8,109.4,121.6,87.6,4.3,2.6,25,0,100,22,42,56,63,59,60.82,43.14,43.08,131.6,59.49,133.3
844,40,42.42,42.4,40.07,39.9,62.36,62.3,66.61,66.4,65.2,49.07,42.35,42.63,28.95,9.654,109.7,-90.39,21.1,20.51,2.485,1.899,31.1,2.385,1.474,163.2,215.6,2.3,2.4,37.6,32.9,68.8,69.5,4.1,40.2,2.6,129.8,61.7,35,36,35,3.517,3.456,11.7,20,0,114,109.4,121.1,87.1,4.1,2.5,25,0,100,22,42,56,67,59,60.86,43.1,43.08,124.9,59.65,132.7
846,40,42.38,42.4,40.03,39.9,62.36,62.2,66.61,66.5,65.2,49.03,42.31,42.59,28.86,9.626,109.7,-90.42,21.03,20.45,2.477,1.893,31.06,2.381,1.477,162.8,215,2.3,1.6,37.6,32.9,68.1,68.5,4.6,40.2,2.6,129.8,61.5,35.6,36,35,3.531,3.48,11.7,20,0,114.2,110.1,123.1,89.6,4.3,2.5,25,0,100,22,42,56,67,58.96,60.78,43.1,43.08,127.4,59.45,132.4
848,40,42.34,42.4,40.03,39.9,62.36,61.4,66.61,66.2,65.15,49.07,42.27,42.59,29.04,9.963,109.7,-90.67,20.76,20.18,2.857,2.27,30.94,2.36,1.49,163.7,215.9,2.3,1.2,37.6,32.9,67.4,67.5,3.3,40.2,2.6,129.6,62.4,34,36,35,1.846,1.808,11.7,20,0,114.2,110.1,122.1,87.9,5.1,2.5,0,0,100,53.45,42.21,56,30,58.96,60.82,43.06,43.08,128.9,68.57,133.6
850,40,45.65,46.6,41.79,41.5,58.18,57.5,64.73,65.1,63.76,55.74,45.79,46.07,43.26,6.4,52.98,-16.12,34.49,35.73,2.469,3.714,39.83,3.045,1.155,158.5,214.2,6.5,5.8,35.1,30.6,70.9,72.5,7.2,40.7,5.7,123.7,52.8,41.2,47,45,9.012,5.926,10.19,20,0,114.5,110.1,123.6,92.3,7.6,5.1,0,0,100,74.14,43.45,56,30,58.88,61.76,46.04,45.99,53.37,59.27,51.6
852,40,46.68,47,41.26,41,58.8,59.1,67.39,67.8,66.34,58.52,46.69,46.85,57.4,7.018,52.19,-1.81,48.6,48.75,1.379,1.528,42.17,4.052,0.8676,160.3,215.2,3.4,5.4,37.6,32.9,72.5,75,9.7,40.2,2.8,110.9,38.4,43.1,48,46,11.22,5.56,10.06,20,0,114.2,110.3,125.6,92.1,8.5,6,0,0,100,94.83,44.69,56,30,58.96,63.32,47.15,47.09,38.7,33.11,10.58
854,40,47.5,47.7,41.71,41.7,59.98,60.3,68.78,69.4,67.77,59.88,47.51,47.71,60.1,6.897,53.94,-0.733,51.66,51.81,1.738,1.887,45.5,3.991,0.8809,163.9,214.2,5.2,5.6,36.3,31.7,75,78.9,11.1,40.4,4.1,108,33.3,47.2,52,50,15.83,7.49,9.553,20,0,113.8,110.1,124.1,91.5,9.2,6.2,0,0,100,100,45,56,30,59,64.26,47.97,47.91,31.51,41.72,6.468
856,40,47.82,48,41.46,41.2,61.33,61.6,71.04,71.4,69.78,61.19,47.88,48.04,66.09,8.554,58.55,-1.01,56.8,57.31,1.372,1.886,47.12,4.238,0.8296,163.5,214.3,4.5,5.2,36.7,32.1,76.6,81.4,10.7,40.1,3.2,106.9,30.6,49.2,53,51,14.45,6.216,9.433,20,0,113.3,109.8,125.6,92.2,10,6.8,0,0,100,100,45,56,30,59.09,65.53,48.34,48.28,31.88,32.94,3.452
858,40,48.32,48.7,41.79,43.8,62.36,62.5,72.02,66.7,71.05,62.17,48.33,48.57,65.78,6.598,60.47,-1.288,58.85,59,2.126,2.276,1.68E-45,206.9,2.86E-47,163.4,216.5,0,0,45.8,41.1,64.1,63.1,0,43.4,0,107.1,43.2,21.4,0,0,-24.34,-10.52,23.27,26,0,112.7,109.6,105.7,64.5,4.2,4.3,0,0,100,100,45,56,30,59.13,66.39,48.75,48.73,21.81,51.02,3.951
860,40,53.23,54.9,52.44,54.1,58.96,57.7,60.47,58,61.06,58.24,53.45,53.73,10.32,4.003,19.24,-4.921,7.109,9.095,2.481,4.466,1.68E-45,25,2.37E-46,163.7,215.3,0.2,0.1,53.7,49.8,58.1,55.1,0,53.9,0.4,108.4,50.3,5.5,0,0,-11.29,-31.11,23.27,6,0,111.8,109.6,45.7,0,0.3,0.8,0,0,100,100,45,56,30,59.21,60.57,53.62,53.31,70.48,59.55,86.34
862,40,55.73,56.5,55.55,56,57.16,56.8,57.81,57.1,57.87,56.93,55.74,55.9,4.48,0.3743,6.433,-1.579,1.602,1.751,1.38,1.529,1.68E-45,5.633,1.05E-45,164.6,215.4,0.5,0,55.4,51.9,56.9,53.6,0,59.6,4.1,106.7,50,2.7,0,0,-10.12,-64.23,23.27,6,0,110.9,109.4,47.7,0,0.3,0.5,0,0,100,100,45,56,30,59.21,58.36,56.04,55.89,8.984,33.12,122.6
864,40,56.42,56.8,56.37,56.5,57.04,57.1,57.4,57.1,57.46,56.93,56.48,56.59,5.91E-47,8.79E-48,8.52E-47,-1.73E-47,7.18E-48,1.46E-47,1.46E-47,2.20E-47,1.68E-45,2.53E-47,1.68E-45,3.87E-45,3.10E-45,0.4,0,55.9,52.7,56.9,53.6,0,68.4,12.2,105.1,48,0.9,0,0,0,0,23.27,6,0,109.8,108.6,48.7,0,0.2,0.3,0,0,100,100,45,56,0,59.25,58.16,56.65,56.71,1.93E-46,3.49E-46,3.52E-45
